Trial,Sat_Config,Total_Rods,Nominal,Reached_Steady_State,Lock_Day,W_Mag(deg/s),Wx,Wy,Wz,q0,q1,q2,q3
883,3U,4,Yes,Yes,3.373807,3.814696,-2.906761,2.461272,-0.211632,0.172963,-0.912988,0.314273,-0.194341
884,3U,4,No,Yes,4.767064,20.392389,3.296754,20.119212,-0.445267,0.536216,0.766678,0.063482,0.347343
885,3U,4,Yes,Yes,0.583506,1.838930,1.264893,-0.861747,1.019363,-0.524612,-0.284402,0.782217,0.178982
886,3U,4,Yes,Yes,0.125584,0.049307,0.024199,-0.042873,-0.002729,-0.849411,0.364699,-0.111472,-0.364787
887,3U,4,Yes,Yes,1.323560,3.832496,-3.131893,0.587177,-2.129435,0.652958,0.336038,-0.300776,-0.608488
888,3U,4,No,Yes,7.543675,30.084621,-27.348851,-1.373185,12.459501,0.583304,0.267028,0.707205,-0.297174
889,3U,4,No,Yes,3.373883,14.999581,14.537925,3.564267,-0.965494,-0.523974,0.499526,-0.689738,-0.013649
890,3U,4,No,Yes,3.577038,23.225930,-8.519909,9.340215,19.483720,-0.350192,-0.421071,0.718758,-0.428312
891,3U,4,No,Yes,3.148940,16.086380,-6.180655,-5.337986,13.859186,-0.904050,0.059806,0.116223,-0.406950
892,3U,4,No,Yes,5.617714,28.007526,-11.329725,25.608968,-0.489483,-0.726279,-0.409609,-0.496071,-0.242183
893,3U,4,No,Yes,4.722624,29.685689,8.482858,18.349282,21.739022,-0.338737,0.392869,0.841168,0.152797
894,3U,4,No,Yes,5.433677,33.059229,18.674934,-11.207596,24.870650,-0.226967,0.461819,-0.697473,-0.498738
895,3U,4,No,Yes,4.590556,20.555008,1.445020,-16.117959,12.674054,-0.864374,0.290637,0.145052,0.383859
896,3U,4,No,Yes,2.444456,15.870397,3.758366,-12.217805,-9.405818,-0.914274,-0.110641,-0.331607,0.204691
897,3U,4,Yes,Yes,2.424617,7.380702,7.172130,1.499329,0.887317,0.665187,-0.461352,0.172094,-0.561305
898,3U,4,No,Yes,6.388442,25.941402,4.103399,-20.316869,-15.599464,-0.110970,0.233765,-0.774674,-0.576992
899,3U,4,No,Yes,2.731471,14.770246,-0.286178,8.909153,11.777320,0.376484,-0.890021,0.219900,0.133289
900,3U,4,No,Yes,2.300241,15.162053,-7.836289,5.153433,-11.913126,-0.078394,-0.524724,-0.645147,0.549822
901,3U,4,No,Yes,6.389027,26.758085,-6.020649,-21.602883,14.596656,0.304549,-0.055732,0.380391,-0.871462
902,3U,4,Yes,Yes,0.164093,0.605680,-0.323406,0.153614,0.488529,0.601424,-0.116055,0.392896,-0.685896
903,3U,4,No,Yes,7.352547,23.378563,12.254274,-19.522230,-3.908004,0.898477,0.347721,-0.103234,0.247329
904,3U,4,Yes,Yes,2.116612,7.049685,0.979217,5.956418,3.641467,0.605374,-0.622902,0.416934,0.267734
905,3U,4,Yes,Yes,1.706359,3.272381,0.953257,2.874722,-1.239256,0.303189,-0.669775,0.098811,0.670607
906,3U,4,No,Yes,5.552747,21.258643,13.109395,14.038323,9.110387,0.779288,-0.021333,-0.036917,-0.625214
907,3U,4,Yes,Yes,1.151184,4.073991,-2.743056,1.492369,-2.616463,0.178009,0.091790,0.228534,-0.952712
908,3U,4,No,Yes,5.069426,9.873539,7.039498,6.909605,-0.435448,-0.108350,0.376000,0.910182,-0.135842
909,3U,4,No,Yes,5.363560,16.073986,-7.076918,-13.800613,-4.222955,0.060397,0.410683,-0.802979,-0.427688
910,3U,4,Yes,Yes,1.383846,4.519022,3.368781,-2.551372,1.601054,-0.422356,-0.486255,0.414551,0.642899
911,3U,4,Yes,Yes,3.373091,3.133699,-2.351831,1.939871,-0.725163,-0.491114,0.688228,0.527700,-0.081748
912,3U,4,No,Yes,5.486979,24.548533,-2.419914,21.296635,-11.967782,-0.696776,0.521021,0.430839,-0.239620
913,3U,4,No,Yes,4.594865,29.729147,19.193607,9.700950,-20.526060,-0.017934,-0.056174,0.992237,0.109491
914,3U,4,No,Yes,2.608330,10.915042,2.540417,-9.247370,-5.212539,-0.307328,-0.013501,0.213219,0.927310
915,3U,4,No,Yes,7.121953,31.787025,18.896408,-23.210177,10.706466,0.740929,0.603264,-0.276927,0.102024
916,3U,4,No,Yes,6.449141,27.506397,25.153068,5.783321,9.512006,-0.816429,-0.151111,-0.191709,-0.523313
917,3U,4,Yes,Yes,0.303056,6.757211,-0.036696,0.273320,-6.751581,0.902890,-0.159272,-0.119083,-0.381106
918,3U,4,No,Yes,5.201821,26.271153,17.286495,18.355517,7.377372,0.882241,0.063170,-0.466340,-0.013682
919,3U,4,No,Yes,2.126885,11.986302,-6.632859,1.098418,9.923210,0.539548,-0.398174,0.064056,0.739082
920,3U,4,No,Yes,6.389356,23.859478,23.454079,1.693267,-4.039026,0.845256,-0.455828,-0.278851,-0.002062
921,3U,4,No,Yes,9.531856,33.796634,-4.508963,-33.069704,5.317551,0.498224,0.474285,-0.228119,0.689049
922,3U,4,No,Yes,3.156229,12.583275,-7.262050,10.252560,0.697467,-0.058819,0.895768,0.413282,0.152768
923,3U,4,No,Yes,5.363590,22.626642,-5.125854,-11.795950,-18.615749,0.023791,0.272536,0.443277,0.853618
924,3U,4,No,Yes,1.285879,15.024121,3.927345,0.801461,-14.479566,-0.019746,-0.639488,-0.767589,0.038382
925,3U,4,No,Yes,6.105608,26.021318,6.116338,24.211865,7.313343,-0.797471,0.582431,0.156909,-0.013929
926,3U,4,No,Yes,5.552835,17.633379,15.071780,6.896437,-6.018029,-0.077097,0.353467,0.698590,-0.617324
927,3U,4,No,Yes,4.161070,22.281527,-20.359591,5.044300,7.517215,-0.149156,0.603287,-0.385567,0.682008
928,3U,4,No,Yes,6.389752,20.532922,6.900393,-19.039102,-3.390883,0.569104,0.421907,0.008075,0.705727
929,3U,4,No,Yes,5.131147,19.384791,-8.127407,16.795478,5.256168,-0.532591,0.099145,-0.055024,0.838743
930,3U,4,No,Yes,6.578976,24.124942,12.490736,14.510840,-14.677529,0.625059,0.561248,-0.542164,0.018975
931,3U,4,No,Yes,6.336606,30.197732,5.622280,-27.996039,9.824194,-0.372006,0.049786,0.421842,-0.825338
932,3U,4,No,Yes,5.363634,16.808879,-0.407965,15.968485,-5.232537,-0.589357,0.677120,-0.104156,-0.428156
933,3U,4,No,Yes,8.378195,30.602648,-20.219909,22.305918,5.488475,-0.119685,-0.770211,0.501396,0.375570
934,3U,4,Yes,Yes,1.988106,8.005467,2.085205,5.833569,-5.070395,0.179927,-0.151535,0.345152,0.908589
935,3U,4,No,Yes,7.300556,25.327341,21.301099,9.158679,10.190975,0.542651,-0.094152,-0.540298,-0.636195
936,3U,4,No,Yes,7.121675,25.436943,-2.723638,24.201449,7.342323,-0.212347,0.258931,-0.326820,0.883771
937,3U,4,No,Yes,3.433085,9.411344,-3.929273,4.629973,-7.190102,0.795862,0.046255,-0.289264,0.529897
938,3U,4,No,Yes,6.095606,26.866173,-19.679530,-18.253341,-1.150192,0.004177,0.524689,0.828428,0.195938
939,3U,4,No,Yes,6.388491,32.334713,0.038948,-23.224765,22.497610,0.244498,-0.301798,0.246578,-0.887884
940,3U,4,No,Yes,3.216130,15.205513,-11.739102,-4.194194,-8.706884,-0.017569,-0.637480,0.059349,0.767976
941,3U,4,No,Yes,10.367925,28.957902,-9.497483,16.262511,21.997470,0.403425,0.657860,-0.234648,0.591108
942,3U,4,No,Yes,5.424873,28.028127,7.183273,-12.768014,-23.894650,-0.343980,0.906346,-0.015309,-0.244909
943,3U,4,No,Yes,5.611786,25.737596,14.647581,19.926922,-7.126710,0.577079,-0.268755,0.090922,-0.765822
944,3U,4,No,Yes,4.169938,30.498893,14.053308,-4.756174,26.647060,0.187094,0.444889,0.800778,0.354716
945,3U,4,No,Yes,5.363130,16.728501,0.095688,-5.984145,15.621255,-0.767805,-0.062757,0.148056,0.620175
946,3U,4,No,Yes,7.352475,28.400283,-10.453855,-26.093644,4.051508,0.435206,-0.001660,-0.876605,-0.205320
947,3U,4,No,Yes,5.494751,31.358768,25.201239,-17.539824,6.373731,0.549282,0.459611,0.643614,0.269830
948,3U,4,No,Yes,1.457549,9.183828,-5.207783,-4.372074,-6.173060,0.264779,0.230219,0.636364,0.686974
949,3U,4,Yes,Yes,0.357520,1.837551,-0.821821,-0.444865,-1.582182,-0.852923,0.369403,0.081304,0.359797
950,3U,4,No,Yes,6.486561,28.807833,-13.848961,-24.979562,3.757525,0.522425,0.653933,-0.534016,0.119458
951,3U,4,No,Yes,7.352381,20.292462,-19.022542,-6.834096,1.795007,0.230273,0.554780,-0.187875,0.777108
952,3U,4,No,Yes,3.373040,10.506008,8.351852,-4.638290,4.371388,-0.882208,-0.437560,-0.171063,0.031446
953,3U,4,No,Yes,6.388504,32.498297,2.114622,21.159077,24.575622,-0.140175,0.204804,-0.647532,0.720492
954,3U,4,Yes,Yes,1.384082,0.210686,-0.009319,0.083020,-0.193415,-0.495732,-0.095019,-0.845639,0.173541
955,3U,4,No,Yes,5.262575,11.835867,7.486914,-9.141584,0.682138,0.794501,-0.178416,0.105985,-0.570705
956,3U,4,Yes,Yes,1.454189,5.979259,5.611555,1.842993,0.930250,0.038161,0.463119,-0.838520,-0.284517
957,3U,4,No,Yes,7.541027,31.668107,-1.231885,31.602435,1.624047,0.876037,-0.099567,0.427704,0.199287
958,3U,4,Yes,Yes,0.162005,0.683315,-0.127610,-0.489981,0.458861,0.173928,-0.066150,-0.018890,-0.982353
959,3U,4,No,Yes,3.092201,16.149816,2.653617,-10.784569,-11.724672,0.735238,0.591127,-0.108600,0.313368
960,3U,4,No,Yes,7.352496,29.012068,-5.559012,22.233158,17.790002,0.341206,-0.495994,-0.411186,-0.684467
961,3U,4,No,Yes,3.732296,16.044171,-13.172037,8.552665,-3.280974,-0.402827,-0.324724,-0.806536,0.285981
962,3U,4,No,Yes,4.399703,24.107858,-22.172497,-4.622650,-8.258349,-0.398486,-0.083792,0.787498,0.462639
963,3U,4,Yes,Yes,0.743394,4.008730,-2.110799,2.225352,2.581134,0.251927,0.790490,0.558165,-0.010538
964,3U,4,No,Yes,5.372495,18.158320,-16.439059,6.337746,-4.394869,0.346048,-0.657089,0.304979,0.596215
965,3U,4,No,Yes,6.555760,27.816707,25.853602,9.918429,2.642957,0.795726,0.157956,0.553085,-0.189650
966,3U,4,Yes,Yes,3.373087,2.566126,1.672683,0.226964,-1.932775,0.966132,-0.052441,0.028358,-0.251069
967,3U,4,Yes,Yes,1.543168,2.835665,2.020286,1.016840,1.710402,0.437194,0.569628,-0.375012,-0.586303
968,3U,4,Yes,Yes,1.383179,3.557882,3.184094,0.283178,-1.562011,-0.341516,0.335842,0.730659,0.486532
969,3U,4,No,Yes,4.534518,9.764095,-2.433715,-8.885004,3.235937,0.516337,-0.358054,-0.751156,-0.202382
970,3U,4,No,Yes,6.158941,28.724896,-10.856711,13.524751,22.898310,0.031802,0.974918,0.048550,-0.214862
971,3U,4,No,Yes,7.415583,22.473130,17.202850,-13.314753,-5.641000,0.442409,0.278778,-0.845342,0.109336
972,3U,4,No,Yes,6.389735,34.766076,32.575854,1.607024,-12.037907,0.637850,-0.721107,0.215927,0.162873
973,3U,4,No,Yes,6.389616,32.430294,-12.135133,-26.984311,-13.278157,0.522111,-0.276566,-0.044638,0.805555
974,3U,4,No,Yes,2.893021,9.902731,-4.919711,-6.545647,5.569114,-0.164276,-0.019294,-0.225239,0.960161
975,3U,4,No,Yes,5.967967,27.007859,4.067265,-26.695638,-0.474042,-0.345323,0.380484,0.735698,0.441286
976,3U,4,No,Yes,6.999376,33.651556,-25.993752,21.371175,0.158003,0.196117,0.050033,0.218514,0.954613
977,3U,4,Yes,Yes,1.384138,2.046873,-0.363775,-2.013121,-0.068556,-0.445714,0.724766,0.251016,0.461567
978,3U,4,No,Yes,7.353313,26.168716,15.893913,-20.300313,-4.481354,0.089433,-0.914816,0.214128,-0.330549
979,3U,4,No,Yes,0.838124,11.040610,-0.803310,-2.121761,-10.804993,0.883287,0.246848,0.083140,-0.389818
980,3U,4,No,Yes,4.557638,14.681115,-9.759489,10.086919,-4.305995,-0.533545,-0.664722,-0.480294,0.206862
981,3U,4,No,Yes,3.373424,18.682709,-3.262145,13.556762,-12.434478,0.481943,-0.613941,0.579040,-0.235627
982,3U,4,Yes,Yes,1.384017,5.008989,0.857059,-1.454489,-4.715918,-0.611807,0.279735,0.450127,-0.587219
983,3U,4,Yes,Yes,2.348105,3.955164,0.464597,3.280385,-2.160218,0.700219,-0.559009,0.417022,0.152628
984,3U,4,Yes,Yes,1.260200,7.889282,5.244458,-0.083340,-5.893173,-0.785423,0.382492,0.079611,-0.480075
985,3U,4,No,Yes,5.551939,9.683787,-9.658067,0.699857,-0.087621,0.267356,-0.860380,-0.066651,-0.428747
986,3U,4,No,Yes,3.373458,22.842670,3.749089,4.286783,22.121379,0.038740,0.697127,0.112994,0.706926
987,3U,4,No,Yes,3.014819,14.208919,-6.222254,12.692828,-1.438423,0.784703,-0.188883,0.339716,-0.482863
988,3U,4,No,Yes,1.643330,13.916844,5.330382,-2.667291,-12.575816,-0.616961,0.331277,0.702485,-0.127004
989,3U,4,No,Yes,6.099917,24.609111,14.601261,-10.974919,16.491290,0.350722,-0.814644,-0.262482,-0.380069
990,3U,4,No,Yes,9.051477,34.321311,-24.573286,-23.131142,-6.249503,0.241553,-0.636999,-0.693405,-0.234679
991,3U,4,Yes,Yes,1.323568,3.300125,-2.727476,1.855155,0.100480,0.715610,0.145425,-0.386362,-0.563452
992,3U,4,Yes,Yes,0.259816,2.115010,0.768560,-0.518773,-1.900910,-0.776335,-0.409832,-0.027207,0.478123
993,3U,4,Yes,Yes,1.462511,8.655676,-5.751088,-0.422011,-6.455046,-0.364640,0.394437,-0.708957,-0.456987
994,3U,4,No,Yes,2.348144,13.620100,2.692817,-12.116360,5.608002,0.404108,-0.434957,-0.064742,-0.802071
995,3U,4,No,Yes,5.363635,12.680668,-12.172866,-3.367114,-1.132795,-0.032774,-0.539106,-0.800447,0.259952
996,3U,4,Yes,Yes,3.373396,6.921708,-3.047541,5.307806,-3.232603,-0.571086,0.369169,-0.733000,-0.016931
997,3U,4,No,Yes,3.316081,15.596148,12.979762,-7.822855,3.683551,0.320627,-0.661648,0.224185,0.639657
998,3U,4,No,Yes,6.577175,33.479687,24.901372,-5.246634,-21.755090,0.129281,-0.500853,0.219828,-0.827109
999,3U,4,No,Yes,7.123056,28.119981,6.783746,-26.390254,6.947565,-0.270690,0.829013,-0.470969,0.132861
1000,3U,4,No,Yes,3.846628,22.875635,-13.912439,3.141214,17.884952,-0.367959,0.224544,0.858631,0.277378
1001,3U,4,No,Yes,5.363633,10.718126,-8.052264,-6.756910,-2.093670,-0.091516,0.931577,0.330228,0.121402
